sample_index,cluster_id,time
0,0,0.0
1,0,0.1
2,0,0.2
3,0,0.3
4,0,0.4
5,0,0.5
6,0,0.6
7,0,0.7
8,0,0.8
9,0,0.9
10,0,1.0
11,0,1.1
12,0,1.2
13,0,1.3
14,0,1.4
15,0,1.5
16,0,1.6
17,0,1.7
18,0,1.8
19,0,1.9
20,0,2.0
21,0,2.1
22,0,2.2
23,0,2.3
24,0,2.4
25,0,2.5
26,0,2.6
27,0,2.7
28,0,2.799999
29,0,2.899999
30,0,2.999999
31,0,3.099999
32,0,3.199999
33,0,3.299999
34,0,3.399999
35,0,3.499999
36,0,3.599999
37,0,3.699999
38,0,3.799999
39,0,3.899998
40,0,3.999998
41,0,4.099998
42,0,4.199998
43,0,4.299998
44,0,4.399998
45,0,4.499998
46,0,4.599998
47,0,4.699998
48,0,4.799998
49,0,4.899998
50,0,4.999998
51,0,5.099998
52,0,5.199997
53,0,5.299997
54,0,5.399997
55,0,5.499997
56,0,5.599997
57,0,5.699997
58,0,5.799997
59,0,5.899997
60,0,5.999997
61,0,6.099997
62,0,6.199996
63,0,6.299996
64,0,6.399996
65,0,6.499996
66,0,6.599996
67,0,6.699996
68,0,6.799996
69,0,6.899996
70,0,6.999996
71,0,7.099996
72,0,7.199996
73,0,7.299995
74,0,7.399995
75,0,7.499995
76,0,7.599995
77,0,7.699995
78,0,7.799995
79,0,7.899995
80,0,7.999995
81,0,8.099995
82,0,8.199995
83,0,8.299995
84,0,8.399996
85,0,8.499996
86,0,8.599997
87,0,8.699997
88,0,8.799997
89,0,8.899998
90,0,8.999998
91,0,9.099998
92,0,9.199999
93,0,9.299999
94,0,9.4
95,0,9.5
96,0,9.6
97,0,9.700001
98,0,9.800001
99,0,9.900002
100,0,10.000002
101,0,10.100002
102,0,10.200003
103,0,10.300003
104,0,10.400003
105,0,10.500004
106,0,10.600004
107,0,10.700005
108,0,10.800005
109,0,10.900005
110,0,11.000006
111,0,11.100006
112,0,11.200006
113,0,11.300007
114,0,11.400007
115,0,11.500008
116,0,11.600008
117,0,11.700008
118,0,11.800009
119,0,11.900009
120,0,12.00001
121,0,12.10001
122,0,12.20001
123,0,12.300011
124,0,12.400011
125,0,12.500011
126,0,12.600012
127,0,12.700012
128,0,12.800013
129,0,12.900013
130,0,13.000013
131,0,13.100014
132,0,13.200014
133,0,13.300014
134,0,13.400015
135,0,13.500015
136,0,13.600016
137,0,13.700016
138,0,13.800016
139,0,13.900017
140,0,14.000017
141,0,14.100018
142,0,14.200018
143,0,14.300018
144,0,14.400019
145,0,14.500019
146,0,14.600019
147,0,14.70002
148,0,14.80002
149,0,14.900021
150,0,15.000021
151,0,15.100021
152,0,15.200022
153,0,15.300022
154,0,15.400023
155,0,15.500023
156,0,15.600023
157,0,15.700024
158,0,15.800024
159,0,15.900024
160,0,16.000025
161,0,16.100025
162,0,16.200026
163,0,16.300026
164,0,16.400026
165,0,16.500027
166,0,16.600027
167,0,16.700027
168,0,16.800028
169,0,16.900028
170,0,17.000029
171,0,17.100029
172,0,17.200029
173,0,17.30003
174,0,17.40003
175,0,17.500031
176,0,17.600031
177,0,17.700031
178,0,17.800032
179,0,17.900032
180,0,18.000032
181,0,18.100033
182,0,18.200033
183,0,18.300034
184,0,18.400034
185,0,18.500034
186,0,18.600035
187,0,18.700035
188,0,18.800035
189,0,18.900036
190,0,19.000036
191,0,19.100037
192,0,19.200037
193,0,19.300037
194,0,19.400038
195,0,19.500038
196,0,19.600039
197,0,19.700039
198,0,19.800039
199,0,19.90004
200,0,20.00004
201,0,20.10004
202,0,20.200041
203,0,20.300041
204,0,20.400042
205,0,20.500042
206,0,20.600042
207,0,20.700043
208,0,20.800043
209,0,20.900043
210,0,21.000044
211,0,21.100044
212,0,21.200045
213,0,21.300045
214,0,21.400045
215,0,21.500046
216,0,21.600046
217,0,21.700047
218,0,21.800047
219,0,21.900047
220,0,22.000048
221,0,22.100048
222,0,22.200048
223,0,22.300049
224,0,22.400049
225,0,22.50005
226,0,22.60005
227,0,22.70005
228,0,22.800051
229,0,22.900051
230,0,23.000051
231,0,23.100052
232,0,23.200052
233,0,23.300053
234,0,23.400053
235,0,23.500053
236,0,23.600054
237,0,23.700054
238,0,23.800055
239,0,23.900055
240,0,24.000055
241,0,24.100056
242,0,24.200056
243,0,24.300056
244,0,24.400057
245,0,24.500057
246,0,24.600058
247,0,24.700058
248,0,24.800058
249,0,24.900059
250,0,25.000059
251,0,25.10006
252,0,25.20006
253,0,25.30006
254,0,25.400061
255,0,25.500061
256,0,25.600061
257,0,25.700062
258,0,25.800062
259,0,25.900063
260,0,26.000063
261,0,26.100063
262,0,26.200064
263,0,26.300064
264,0,26.400064
265,0,26.500065
266,0,26.600065
267,0,26.700066
268,0,26.800066
269,0,26.900066
270,0,27.000067
271,0,27.100067
272,0,27.200068
273,0,27.300068
274,0,27.400068
275,0,27.500069
276,0,27.600069
277,0,27.700069
278,0,27.80007
279,0,27.90007
280,0,28.000071
281,0,28.100071
282,0,28.200071
283,0,28.300072
284,0,28.400072
285,0,28.500072
286,0,28.600073
287,0,28.700073
288,0,28.800074
289,0,28.900074
290,0,29.000074
291,0,29.100075
292,0,29.200075
293,0,29.300076
294,0,29.400076
295,0,29.500076
296,0,29.600077
297,0,29.700077
298,0,29.800077
299,0,29.900078
300,0,30.000078
301,0,30.100079
302,0,30.200079
303,0,30.300079
304,0,30.40008
305,0,30.50008
306,0,30.60008
307,0,30.700081
308,0,30.800081
309,0,30.900082
310,0,31.000082
311,0,31.100082
312,0,31.200083
313,0,31.300083
314,0,31.400084
315,0,31.500084
316,0,31.600084
317,0,31.700085
318,0,31.800085
319,0,31.900085
320,0,32.000084
321,0,32.100082
322,0,32.200081
323,0,32.300079
324,0,32.400078
325,0,32.500076
326,0,32.600075
327,0,32.700073
328,0,32.800072
329,0,32.90007
330,0,33.000069
331,0,33.100067
332,0,33.200066
333,0,33.300064
334,0,33.400063
335,0,33.500061
336,0,33.60006
337,0,33.700058
338,0,33.800056
339,0,33.900055
340,0,34.000053
341,0,34.100052
342,0,34.20005
343,0,34.300049
344,0,34.400047
345,0,34.500046
346,0,34.600044
347,0,34.700043
348,0,34.800041
349,0,34.90004
350,0,35.000038
351,0,35.100037
352,0,35.200035
353,0,35.300034
354,0,35.400032
355,0,35.500031
356,0,35.600029
357,0,35.700027
358,0,35.800026
359,0,35.900024
360,0,36.000023
361,0,36.100021
362,0,36.20002
363,0,36.300018
364,0,36.400017
365,0,36.500015
366,0,36.600014
367,0,36.700012
368,0,36.800011
369,0,36.900009
370,0,37.000008
371,0,37.100006
372,0,37.200005
373,0,37.300003
374,0,37.400002
375,0,37.5
376,0,37.599998
377,0,37.699997
378,0,37.799995
379,0,37.899994
380,0,37.999992
381,0,38.099991
382,0,38.199989
383,0,38.299988
384,0,38.399986
385,0,38.499985
386,0,38.599983
387,0,38.699982
388,0,38.79998
389,0,38.899979
390,0,38.999977
391,0,39.099976
392,0,39.199974
393,0,39.299973
394,0,39.399971
395,0,39.499969
396,0,39.599968
397,0,39.699966
398,0,39.799965
399,0,39.899963
400,0,39.999962
401,0,40.09996
402,0,40.199959
403,0,40.299957
404,0,40.399956
405,0,40.499954
406,0,40.599953
407,0,40.699951
408,0,40.79995
409,0,40.899948
410,0,40.999947
411,0,41.099945
412,0,41.199944
413,0,41.299942
414,0,41.39994
415,0,41.499939
416,0,41.599937
417,0,41.699936
418,0,41.799934
419,0,41.899933
420,0,41.999931
421,0,42.09993
422,0,42.199928
423,0,42.299927
424,0,42.399925
425,0,42.499924
426,0,42.599922
427,0,42.699921
428,0,42.799919
429,0,42.899918
430,0,42.999916
431,0,43.099915
432,0,43.199913
433,0,43.299911
434,0,43.39991
435,0,43.499908
436,0,43.599907
437,0,43.699905
438,0,43.799904
439,0,43.899902
440,0,43.999901
441,0,44.099899
442,0,44.199898
443,0,44.299896
444,0,44.399895
445,0,44.499893
446,0,44.599892
447,0,44.69989
448,0,44.799889
449,0,44.899887
450,0,44.999886
451,0,45.099884
452,0,45.199883
453,0,45.299881
454,0,45.399879
455,0,45.499878
456,0,45.599876
457,0,45.699875
458,0,45.799873
459,0,45.899872
460,0,45.99987
461,0,46.099869
462,0,46.199867
463,0,46.299866
464,0,46.399864
465,0,46.499863
466,0,46.599861
467,0,46.69986
468,0,46.799858
469,0,46.899857
470,0,46.999855
471,0,47.099854
472,0,47.199852
473,0,47.29985
474,0,47.399849
475,0,47.499847
476,0,47.599846
477,0,47.699844
478,0,47.799843
479,0,47.899841
480,0,47.99984
481,0,48.099838
482,0,48.199837
483,0,48.299835
484,0,48.399834
485,0,48.499832
486,0,48.599831
487,0,48.699829
488,0,48.799828
489,0,48.899826
490,0,48.999825
491,0,49.099823
492,0,49.199821
493,0,49.29982
494,0,49.399818
495,0,49.499817
496,0,49.599815
497,0,49.699814
498,0,49.799812
499,0,49.899811
500,0,49.999809
501,0,50.099808
502,0,50.199806
503,0,50.299805
504,0,50.399803
505,0,50.499802
506,0,50.5998
507,0,50.699799
508,0,50.799797
509,0,50.899796
510,0,50.999794
511,0,51.099792
512,0,51.199791
513,0,51.299789
514,0,51.399788
515,0,51.499786
516,0,51.599785
517,0,51.699783
518,0,51.799782
519,0,51.89978
520,0,51.999779
521,0,52.099777
522,0,52.199776
523,0,52.299774
524,0,52.399773
525,0,52.499771
526,0,52.59977
527,0,52.699768
528,0,52.799767
529,0,52.899765
530,0,52.999763
531,0,53.099762
532,0,53.19976
533,0,53.299759
534,0,53.399757
535,0,53.499756
536,0,53.599754
537,0,53.699753
538,0,53.799751
539,0,53.89975
540,0,53.999748
541,0,54.099747
542,0,54.199745
543,0,54.299744
544,0,54.399742
545,0,54.499741
546,0,54.599739
547,0,54.699738
548,0,54.799736
549,0,54.899734
550,0,54.999733
551,0,55.099731
552,0,55.19973
553,0,55.299728
554,0,55.399727
555,0,55.499725
556,0,55.599724
557,0,55.699722
558,0,55.799721
559,0,55.899719
560,0,55.999718
561,0,56.099716
562,0,56.199715
563,0,56.299713
564,0,56.399712
565,0,56.49971
566,0,56.599709
567,0,56.699707
568,0,56.799706
569,0,56.899704
570,0,56.999702
571,0,57.099701
572,0,57.199699
573,0,57.299698
574,0,57.399696
575,0,57.499695
576,0,57.599693
577,0,57.699692
578,0,57.79969
579,0,57.899689
580,0,57.999687
581,0,58.099686
582,0,58.199684
583,0,58.299683
584,0,58.399681
585,0,58.49968
586,0,58.599678
587,0,58.699677
588,0,58.799675
589,0,58.899673
590,0,58.999672
591,0,59.09967
592,0,59.199669
593,0,59.299667
594,0,59.399666
595,0,59.499664
596,0,59.599663
597,0,59.699661
598,0,59.79966
599,0,59.899658
600,0,59.999657
601,0,60.099655
602,0,60.199654
603,0,60.299652
604,0,60.399651
605,0,60.499649
606,0,60.599648
607,0,60.699646
608,0,60.799644
609,0,60.899643
610,0,60.999641
611,0,61.09964
612,0,61.199638
613,0,61.299637
614,0,61.399635
615,0,61.499634
616,0,61.599632
617,0,61.699631
618,0,61.799629
619,0,61.899628
620,0,61.999626
621,0,62.099625
622,0,62.199623
623,0,62.299622
624,0,62.39962
625,0,62.499619
626,0,62.599617
627,0,62.699615
628,0,62.799614
629,0,62.899612
630,0,62.999611
631,0,63.099609
632,0,63.199608
633,0,63.299606
634,0,63.399605
635,0,63.499603
636,0,63.599602
637,0,63.6996
638,0,63.799599
639,0,63.899597
640,0,63.999596
641,0,64.099594
642,0,64.199593
643,0,64.299591
644,0,64.39959
645,0,64.499588
646,0,64.599586
647,0,64.699585
648,0,64.799583
649,0,64.899582
650,0,64.99958
651,0,65.099579
652,0,65.199577
653,0,65.299576
654,0,65.399574
655,0,65.499573
656,0,65.599571
657,0,65.69957
658,0,65.799568
659,0,65.899567
660,0,65.999565
661,0,66.099564
662,0,66.199562
663,0,66.299561
664,0,66.399559
665,0,66.499557
666,0,66.599556
667,0,66.699554
668,0,66.799553
669,0,66.899551
670,0,66.99955
671,0,67.099548
672,0,67.199547
673,0,67.299545
674,0,67.399544
675,0,67.499542
676,0,67.599541
677,0,67.699539
678,0,67.799538
679,0,67.899536
680,0,67.999535
681,0,68.099533
682,0,68.199532
683,0,68.29953
684,0,68.399529
685,0,68.499527
686,0,68.599525
687,0,68.699524
688,0,68.799522
689,0,68.899521
690,0,68.999519
691,0,69.099518
692,1,69.199516
693,1,69.299515
694,1,69.399513
695,1,69.499512
696,1,69.59951
697,1,69.699509
698,1,69.799507
699,1,69.899506
700,1,69.999504
701,1,70.099503
702,1,70.199501
703,1,70.2995
704,1,70.399498
705,1,70.499496
706,1,70.599495
707,1,70.699493
708,1,70.799492
709,1,70.89949
710,1,70.999489
711,1,71.099487
712,1,71.199486
713,1,71.299484
714,1,71.399483
715,1,71.499481
716,1,71.59948
717,1,71.699478
718,1,71.799477
719,1,71.899475
720,1,71.999474
721,1,72.099472
722,1,72.199471
723,1,72.299469
724,1,72.399467
725,1,72.499466
726,1,72.599464
727,1,72.699463
728,1,72.799461
729,1,72.89946
730,1,72.999458
731,1,73.099457
732,1,73.199455
733,1,73.299454
734,1,73.399452
735,1,73.499451
736,1,73.599449
737,1,73.699448
738,1,73.799446
739,1,73.899445
740,1,73.999443
741,1,74.099442
742,1,74.19944
743,1,74.299438
744,1,74.399437
745,1,74.499435
746,1,74.599434
747,1,74.699432
748,1,74.799431
749,1,74.899429
750,1,74.999428
751,1,75.099426
752,1,75.199425
753,1,75.299423
754,1,75.399422
755,1,75.49942
756,1,75.599419
757,1,75.699417
758,1,75.799416
759,1,75.899414
760,1,75.999413
761,1,76.099411
762,1,76.199409
763,1,76.299408
764,1,76.399406
765,1,76.499405
766,1,76.599403
767,1,76.699402
768,1,76.7994
769,1,76.899399
770,1,76.999397
771,1,77.099396
772,1,77.199394
773,1,77.299393
774,1,77.399391
775,1,77.49939
776,1,77.599388
777,1,77.699387
778,1,77.799385
779,1,77.899384
780,1,77.999382
781,1,78.09938
782,1,78.199379
783,1,78.299377
784,1,78.399376
785,1,78.499374
786,1,78.599373
787,1,78.699371
788,1,78.79937
789,1,78.899368
790,1,78.999367
791,1,79.099365
792,1,79.199364
793,1,79.299362
794,1,79.399361
795,1,79.499359
796,1,79.599358
797,1,79.699356
798,1,79.799355
799,1,79.899353
800,1,79.999352
801,1,80.09935
802,1,80.199348
803,1,80.299347
804,1,80.399345
805,1,80.499344
806,1,80.599342
807,1,80.699341
808,1,80.799339
809,1,80.899338
810,1,80.999336
811,1,81.099335
812,1,81.199333
813,1,81.299332
814,1,81.39933
815,1,81.499329
816,1,81.599327
817,1,81.699326
818,1,81.799324
819,1,81.899323
820,1,81.999321
821,1,82.099319
822,1,82.199318
823,1,82.299316
824,1,82.399315
825,1,82.499313
826,1,82.599312
827,1,82.69931
828,1,82.799309
829,1,82.899307
830,1,82.999306
831,1,83.099304
832,1,83.199303
833,1,83.299301
834,1,83.3993
835,1,83.499298
836,1,83.599297
837,1,83.699295
838,1,83.799294
839,1,83.899292
840,1,83.99929
841,1,84.099289
842,1,84.199287
843,1,84.299286
844,1,84.399284
845,1,84.499283
846,1,84.599281
847,1,84.69928
848,1,84.799278
849,1,84.899277
850,1,84.999275
851,1,85.099274
852,1,85.199272
853,1,85.299271
854,1,85.399269
855,1,85.499268
856,1,85.599266
857,1,85.699265
858,1,85.799263
859,1,85.899261
860,1,85.99926
861,1,86.099258
862,1,86.199257
863,1,86.299255
864,1,86.399254
865,1,86.499252
866,1,86.599251
867,1,86.699249
868,1,86.799248
869,1,86.899246
870,1,86.999245
871,1,87.099243
872,1,87.199242
873,1,87.29924
874,1,87.399239
875,1,87.499237
876,1,87.599236
877,1,87.699234
878,1,87.799232
879,1,87.899231
880,1,87.999229
881,1,88.099228
882,1,88.199226
883,1,88.299225
884,1,88.399223
885,1,88.499222
886,1,88.59922
887,1,88.699219
888,1,88.799217
889,1,88.899216
890,1,88.999214
891,1,89.099213
892,1,89.199211
893,1,89.29921
894,1,89.399208
895,1,89.499207
896,1,89.599205
897,1,89.699203
898,1,89.799202
899,1,89.8992
900,1,89.999199
901,1,90.099197
902,1,90.199196
903,1,90.299194
904,1,90.399193
905,1,90.499191
906,1,90.59919
907,1,90.699188
908,1,90.799187
909,1,90.899185
910,1,90.999184
911,1,91.099182
912,1,91.199181
913,1,91.299179
914,1,91.399178
915,1,91.499176
916,1,91.599174
917,1,91.699173
918,1,91.799171
919,1,91.89917
920,1,91.999168
921,1,92.099167
922,1,92.199165
923,1,92.299164
924,1,92.399162
925,1,92.499161
926,1,92.599159
927,1,92.699158
928,1,92.799156
929,1,92.899155
930,1,92.999153
931,1,93.099152
932,1,93.19915
933,1,93.299149
934,1,93.399147
935,1,93.499146
936,1,93.599144
937,1,93.699142
938,1,93.799141
939,1,93.899139
940,1,93.999138
941,1,94.099136
942,1,94.199135
943,1,94.299133
944,1,94.399132
945,1,94.49913
946,1,94.599129
947,1,94.699127
948,1,94.799126
949,1,94.899124
950,1,94.999123
951,1,95.099121
952,1,95.19912
953,1,95.299118
954,1,95.399117
955,1,95.499115
956,1,95.599113
957,1,95.699112
958,1,95.79911
959,1,95.899109
960,1,95.999107
961,1,96.099106
962,1,96.199104
963,1,96.299103
964,1,96.399101
965,1,96.4991
966,1,96.599098
967,1,96.699097
968,1,96.799095
969,1,96.899094
970,1,96.999092
971,1,97.099091
972,1,97.199089
973,1,97.299088
974,1,97.399086
975,1,97.499084
976,1,97.599083
977,1,97.699081
978,1,97.79908
979,1,97.899078
980,1,97.999077
981,1,98.099075
982,1,98.199074
983,1,98.299072
984,1,98.399071
985,1,98.499069
986,1,98.599068
987,1,98.699066
988,1,98.799065
989,1,98.899063
990,1,98.999062
991,1,99.09906
992,1,99.199059
993,1,99.299057
994,1,99.399055
995,1,99.499054
996,1,99.599052
997,1,99.699051
998,1,99.799049
999,1,99.899048
1000,1,99.999046
1001,1,100.099045
1002,1,100.199043
1003,1,100.299042
1004,1,100.39904
1005,1,100.499039
1006,1,100.599037
1007,1,100.699036
1008,1,100.799034
1009,1,100.899033
1010,1,100.999031
1011,1,101.09903
1012,1,101.199028
1013,1,101.299026
1014,1,101.399025
1015,1,101.499023
1016,1,101.599022
1017,1,101.69902
1018,1,101.799019
1019,1,101.899017
1020,1,101.999016
1021,1,102.099014
1022,1,102.199013
1023,1,102.299011
1024,1,102.39901
1025,1,102.499008
1026,1,102.599007
1027,1,102.699005
1028,1,102.799004
1029,1,102.899002
1030,1,102.999001
1031,1,103.098999
1032,1,103.198997
1033,1,103.298996
1034,1,103.398994
1035,1,103.498993
1036,1,103.598991
1037,1,103.69899
1038,1,103.798988
1039,1,103.898987
1040,1,103.998985
1041,1,104.098984
1042,1,104.198982
1043,1,104.298981
1044,1,104.398979
1045,1,104.498978
1046,1,104.598976
1047,1,104.698975
1048,1,104.798973
1049,1,104.898972
1050,1,104.99897
1051,1,105.098969
1052,1,105.198967
1053,1,105.298965
1054,1,105.398964
1055,1,105.498962
1056,1,105.598961
1057,1,105.698959
1058,1,105.798958
1059,1,105.898956
1060,1,105.998955
1061,1,106.098953
1062,1,106.198952
1063,1,106.29895
1064,1,106.398949
1065,1,106.498947
1066,1,106.598946
1067,1,106.698944
1068,1,106.798943
1069,1,106.898941
1070,1,106.99894
1071,1,107.098938
1072,1,107.198936
1073,1,107.298935
1074,1,107.398933
1075,1,107.498932
1076,1,107.59893
1077,1,107.698929
1078,1,107.798927
1079,1,107.898926
1080,1,107.998924
1081,1,108.098923
1082,1,108.198921
1083,1,108.29892
1084,1,108.398918
1085,1,108.498917
1086,1,108.598915
1087,1,108.698914
1088,1,108.798912
1089,1,108.898911
1090,1,108.998909
1091,1,109.098907
1092,1,109.198906
1093,1,109.298904
1094,1,109.398903
1095,1,109.498901
1096,1,109.5989
1097,1,109.698898
1098,1,109.798897
1099,1,109.898895
1100,1,109.998894
1101,1,110.098892
1102,1,110.198891
